crop,soil_type,Seedling Stage,Moisture,Temperature,Humidity,Rainfall,Result
Potato,Clay Soil,Germination,59,19,85,197.04,0
Potato,Clay Soil,Germination,60,18,86,230.99,0
Potato,Clay Soil,Germination,61,17,87,174.75,0
Potato,Clay Soil,Germination,62,16,88,121.03,0
Potato,Clay Soil,Germination,63,15,89,59.52,0
Potato,Clay Soil,Germination,64,14,90,10.65,0
Potato,Clay Soil,Germination,65,13,91,27.85,0
Potato,Clay Soil,Germination,66,24,80,0,0
Potato,Clay Soil,Germination,67,23,81,11.64,0
Potato,Clay Soil,Germination,68,22,82,31.5,0
Potato,Clay Soil,Germination,69,21,83,56.53,0
Potato,Clay Soil,Seedling Stage,1,18,86,94.87,0
Potato,Clay Soil,Seedling Stage,2,17,87,185.6,0
Potato,Clay Soil,Seedling Stage,3,16,88,242.22,0
Potato,Clay Soil,Seedling Stage,4,15,89,187.41,0
Potato,Clay Soil,Seedling Stage,5,14,90,114.4,0
Potato,Clay Soil,Seedling Stage,6,13,91,58.28,0
Potato,Clay Soil,Seedling Stage,7,24,80,9.56,0
Potato,Clay Soil,Seedling Stage,8,23,81,4.91,0
Potato,Clay Soil,Seedling Stage,9,22,82,26.78,0
Potato,Clay Soil,Seedling Stage,10,21,83,20.3,0
Potato,Clay Soil,Seedling Stage,11,20,84,12.81,0
Potato,Clay Soil,Seedling Stage,12,19,85,56.9,0
Potato,Clay Soil,Seedling Stage,13,18,86,100.1,0
Potato,Clay Soil,Seedling Stage,14,17,87,217.17,0
Potato,Clay Soil,Seedling Stage,15,16,88,256.86,0
Potato,Clay Soil,Seedling Stage,16,15,89,194.62,0
Potato,Clay Soil,Seedling Stage,17,14,90,108.96,0
Potato,Clay Soil,Seedling Stage,18,13,91,60.98,0
Potato,Clay Soil,Seedling Stage,19,24,80,7.83,0
Potato,Clay Soil,Seedling Stage,20,23,81,9.39,0
Potato,Clay Soil,Seedling Stage,21,22,82,12.09,0
Potato,Clay Soil,Seedling Stage,22,21,83,14.42,0
Potato,Clay Soil,Seedling Stage,23,20,84,0,0
Potato,Clay Soil,Seedling Stage,24,19,85,34.61,0
Potato,Clay Soil,Seedling Stage,25,18,86,91.58,0
Potato,Clay Soil,Seedling Stage,26,17,87,194.78,0
Potato,Clay Soil,Seedling Stage,27,16,88,257.4,0
Potato,Clay Soil,Seedling Stage,28,15,89,192.82,0
Potato,Clay Soil,Seedling Stage,29,14,90,112.92,0
Potato,Clay Soil,Seedling Stage,30,13,91,58.3,0
Potato,Clay Soil,Seedling Stage,31,24,80,14.56,0
Potato,Clay Soil,Seedling Stage,32,23,81,19.48,0
Potato,Clay Soil,Seedling Stage,33,22,82,4,0
Potato,Clay Soil,Seedling Stage,34,21,83,0,0
Potato,Clay Soil,Seedling Stage,35,20,84,5.69,0
Potato,Clay Soil,Seedling Stage,36,19,85,53.49,0
Potato,Clay Soil,Seedling Stage,37,18,86,89.93,0
Potato,Clay Soil,Seedling Stage,38,17,87,182.02,0
Potato,Clay Soil,Seedling Stage,39,16,88,249.86,0
Potato,Clay Soil,Seedling Stage,40,15,89,197.65,0
Potato,Clay Soil,Seedling Stage,41,14,90,114.48,0
Potato,Clay Soil,Seedling Stage,42,24,80,53.46,0
Potato,Clay Soil,Seedling Stage,43,23,81,7.19,0
Potato,Clay Soil,Seedling Stage,44,22,82,13.6,0
Potato,Clay Soil,Seedling Stage,45,21,83,21.65,0
Potato,Clay Soil,Seedling Stage,46,20,84,34.28,0
Potato,Clay Soil,Seedling Stage,47,19,85,19.18,0
Potato,Clay Soil,Seedling Stage,48,18,86,66.5,0
Potato,Clay Soil,Seedling Stage,49,17,87,98.1,0
Potato,Clay Soil,Seedling Stage,50,16,88,187.77,0
Potato,Clay Soil,Seedling Stage,51,15,89,239.99,0
Potato,Clay Soil,Seedling Stage,52,14,90,180.19,0
Potato,Clay Soil,Seedling Stage,53,13,91,125.43,0
Potato,Clay Soil,Seedling Stage,54,24,80,55.11,0
Potato,Clay Soil,Seedling Stage,55,23,81,16.48,0
Potato,Clay Soil,Seedling Stage,56,22,82,15.21,0
Potato,Clay Soil,Seedling Stage,57,21,83,12.59,0
Potato,Clay Soil,Seedling Stage,58,20,84,12.99,0
Potato,Clay Soil,Seedling Stage,59,19,85,24.13,0
Potato,Clay Soil,Seedling Stage,1,18,86,46.5,0
Potato,Clay Soil,Seedling Stage,2,17,87,108.04,0
Potato,Clay Soil,Seedling Stage,3,16,88,201.4,0
Potato,Clay Soil,Seedling Stage,4,15,89,250.81,0
Potato,Clay Soil,Seedling Stage,5,14,90,183.02,0
Potato,Clay Soil,Seedling Stage,6,13,91,117.5,0
Potato,Clay Soil,Seedling Stage,7,24,80,55.83,0
Potato,Clay Soil,Seedling Stage,8,23,81,23.23,0
Potato,Clay Soil,Seedling Stage,9,22,82,22.77,0
Potato,Clay Soil,Seedling Stage,10,21,83,10.6,0
Potato,Clay Soil,Seedling Stage,11,20,84,19.91,0
Potato,Clay Soil,Seedling Stage,12,19,85,12.68,0
Potato,Clay Soil,Seedling Stage,13,18,86,41.78,0
Potato,Clay Soil,Seedling Stage,14,17,87,108.64,0
Potato,Clay Soil,Seedling Stage,15,16,88,186.52,0
Potato,Clay Soil,Seedling Stage,16,15,89,248.3,0
Potato,Clay Soil,Seedling Stage,17,14,90,174.72,0
Potato,Clay Soil,Seedling Stage,18,13,91,122.01,0
Potato,Clay Soil,Seedling Stage,19,24,80,57.05,0
Potato,Clay Soil,Seedling Stage,20,23,81,17.21,0
Potato,Clay Soil,Seedling Stage,21,22,82,10.31,0
Potato,Clay Soil,Seedling Stage,22,21,83,9.88,0
Potato,Clay Soil,Seedling Stage,23,20,84,0,0
Potato,Clay Soil,Seedling Stage,24,19,85,18.41,0
Potato,Clay Soil,Seedling Stage,25,18,86,51.16,0
Potato,Clay Soil,Seedling Stage,26,17,87,94.79,0
Potato,Clay Soil,Seedling Stage,27,16,88,208.81,0
Potato,Clay Soil,Seedling Stage,28,15,89,251.42,0
Potato,Clay Soil,Seedling Stage,29,14,90,182.51,0
Potato,Clay Soil,Seedling Stage,30,13,91,104.02,0
Potato,Clay Soil,Seedling Stage,31,24,80,54.74,0
Potato,Clay Soil,Seedling Stage,32,23,81,12.91,0
Potato,Clay Soil,Seedling Stage,33,22,82,22.41,0
Potato,Clay Soil,Seedling Stage,34,21,83,0.8,0
Potato,Clay Soil,Seedling Stage,35,20,84,28.36,0
Potato,Clay Soil,Seedling Stage,36,19,85,13.28,0
Potato,Clay Soil,Seedling Stage,37,18,86,64.15,0
Potato,Clay Soil,Seedling Stage,38,17,87,119.58,0
Potato,Clay Soil,Seedling Stage,39,16,88,202.35,0
Potato,Clay Soil,Seedling Stage,40,15,89,234.8,0
Potato,Clay Soil,Seedling Stage,41,14,90,185.84,0
Potato,Clay Soil,Seedling Stage,42,24,80,125.96,0
Potato,Clay Soil,Seedling Stage,43,23,81,60.02,0
Potato,Clay Soil,Seedling Stage,44,22,82,26.45,0
Potato,Clay Soil,Seedling Stage,45,21,83,11.61,0
Potato,Clay Soil,Seedling Stage,46,20,84,6.3,0
Potato,Clay Soil,Seedling Stage,47,19,85,19.98,0
Potato,Clay Soil,Seedling Stage,48,18,86,13.33,0
Potato,Clay Soil,Seedling Stage,49,17,87,59.42,0
Potato,Clay Soil,Seedling Stage,50,16,88,91.23,0
Potato,Clay Soil,Seedling Stage,51,15,89,201.14,0
Potato,Clay Soil,Seedling Stage,52,14,90,248.13,0
Potato,Clay Soil,Seedling Stage,53,13,91,188.03,0
Potato,Clay Soil,Seedling Stage,54,24,80,122.86,0
Potato,Clay Soil,Seedling Stage,55,23,81,52.36,0
Potato,Clay Soil,Seedling Stage,56,22,82,15.66,0
Potato,Clay Soil,Seedling Stage,57,21,83,26.46,0
Potato,Clay Soil,Seedling Stage,58,20,84,20.24,0
Potato,Clay Soil,Seedling Stage,59,19,85,1.55,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,1,18,86,4.85,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,2,17,87,59.31,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,3,16,88,107.42,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,4,15,89,203.61,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,5,14,90,234.66,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,6,13,91,192.6,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,7,24,80,124.07,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,8,23,81,59.73,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,9,22,82,7.31,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,10,21,83,13.86,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,11,20,84,4.21,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,12,19,85,0,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,13,18,86,35.17,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,14,17,87,63.52,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,15,16,88,117.26,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,16,15,89,174.04,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,17,14,90,251.69,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,18,13,91,167.33,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,19,24,80,119.51,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,20,23,81,59.02,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,21,22,82,21.15,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,22,21,83,4.68,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,23,20,84,4.59,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,24,19,85,35.59,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,25,18,86,20.23,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,26,17,87,52.74,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,27,16,88,89.28,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,28,15,89,205.51,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,29,14,90,267.14,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,30,13,91,187.22,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,31,24,80,118.85,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,32,23,81,65.23,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,33,22,82,17.05,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,34,21,83,5.47,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,35,20,84,0,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,36,19,85,6.09,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,37,18,86,16.69,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,38,17,87,53.68,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,39,16,88,93.3,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,40,15,89,197.43,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,41,14,90,275.15,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,42,24,80,183.68,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,43,23,81,118.39,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,44,22,82,61.71,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,45,21,83,10.5,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,46,20,84,12.63,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,47,19,85,7.98,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,48,18,86,0,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,49,17,87,30.89,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,50,16,88,62.44,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,51,15,89,101.36,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,52,14,90,206.98,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,53,13,91,254.73,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,54,24,80,165.25,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,55,23,81,105.25,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,56,22,82,53.84,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,57,21,83,16.26,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,58,20,84,15.44,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,59,19,85,0.61,0
Potato,Clay Soil,Flowering,1,18,86,0,0
Potato,Clay Soil,Flowering,2,17,87,28.7,0
Potato,Clay Soil,Flowering,3,16,88,40.49,0
Potato,Clay Soil,Flowering,4,15,89,90.88,0
Potato,Clay Soil,Flowering,5,14,90,195.19,0
Potato,Clay Soil,Flowering,6,13,91,263.35,0
Potato,Clay Soil,Flowering,7,24,80,182.39,0
Potato,Clay Soil,Flowering,8,23,81,110.25,0
Potato,Clay Soil,Flowering,9,22,82,54.39,0
Potato,Clay Soil,Flowering,10,21,83,8.17,0
Potato,Clay Soil,Flowering,11,20,84,7.85,0
Potato,Clay Soil,Flowering,12,19,85,0.65,0
Potato,Clay Soil,Flowering,13,18,86,14.18,0
Potato,Clay Soil,Flowering,14,17,87,7.87,0
Potato,Clay Soil,Flowering,15,16,88,61.16,0
Potato,Clay Soil,Flowering,16,15,89,88.56,0
Potato,Clay Soil,Flowering,17,14,90,197.7,0
Potato,Clay Soil,Flowering,18,13,91,273.98,0
Potato,Clay Soil,Flowering,19,24,80,166.27,0
Potato,Clay Soil,Flowering,20,23,81,123.48,0
Potato,Clay Soil,Flowering,21,22,82,55.02,0
Potato,Clay Soil,Flowering,22,21,83,6.01,0
Potato,Clay Soil,Flowering,23,20,84,6.78,0
Potato,Clay Soil,Flowering,24,19,85,0,0
Potato,Clay Soil,Flowering,25,18,86,12.89,0
Potato,Clay Soil,Flowering,26,17,87,30.29,0
Potato,Clay Soil,Flowering,27,16,88,47.29,0
Potato,Clay Soil,Flowering,28,15,89,95.34,0
Potato,Clay Soil,Flowering,29,14,90,214.41,0
Potato,Clay Soil,Flowering,30,13,91,247.76,0
Potato,Clay Soil,Flowering,31,24,80,179.99,0
Potato,Clay Soil,Flowering,32,23,81,130.25,0
Potato,Clay Soil,Flowering,33,22,82,73.58,0
Potato,Clay Soil,Flowering,34,21,83,32.28,0
Potato,Clay Soil,Flowering,35,20,84,15.39,0
Potato,Clay Soil,Flowering,36,19,85,9.5,0
Potato,Clay Soil,Flowering,37,18,86,22.38,0
Potato,Clay Soil,Flowering,38,17,87,48.02,0
Potato,Clay Soil,Flowering,39,16,88,66.24,0
Potato,Clay Soil,Flowering,40,15,89,86.38,0
Potato,Clay Soil,Flowering,41,14,90,176.65,0
Potato,Clay Soil,Flowering,42,24,80,236.42,0
Potato,Clay Soil,Flowering,43,23,81,191.2,0
Potato,Clay Soil,Flowering,44,22,82,117.54,0
Potato,Clay Soil,Flowering,45,21,83,70.4,0
Potato,Clay Soil,Flowering,46,20,84,6.45,0
Potato,Clay Soil,Flowering,47,19,85,6.39,0
Potato,Clay Soil,Flowering,48,18,86,11.46,0
Potato,Clay Soil,Flowering,49,17,87,5.41,0
Potato,Clay Soil,Pollination,1,18,86,19.08,0
Potato,Clay Soil,Pollination,2,17,87,63.97,0
Potato,Clay Soil,Pollination,3,16,88,97.14,0
Potato,Clay Soil,Pollination,4,15,89,193.61,0
Potato,Clay Soil,Pollination,5,14,90,251.24,0
Potato,Clay Soil,Pollination,6,13,91,194.31,0
Potato,Clay Soil,Pollination,7,24,80,115.66,0
Potato,Clay Soil,Pollination,8,23,81,68.83,0
Potato,Clay Soil,Pollination,9,22,82,26.42,0
Potato,Clay Soil,Pollination,10,21,83,3.15,0
Potato,Clay Soil,Pollination,11,20,84,0,0
Potato,Clay Soil,Pollination,12,19,85,9.62,0
Potato,Clay Soil,Pollination,13,18,86,17.6,0
Potato,Clay Soil,Pollination,14,17,87,50.58,0
Potato,Clay Soil,Pollination,15,16,88,99.88,0
Potato,Clay Soil,Pollination,16,15,89,214.33,0
Potato,Clay Soil,Pollination,17,14,90,259.92,0
Potato,Clay Soil,Pollination,18,13,91,188.68,0
Potato,Clay Soil,Pollination,19,24,80,110.69,0
Potato,Clay Soil,Pollination,20,23,81,67.52,0
Potato,Clay Soil,Pollination,21,22,82,21.04,0
Potato,Clay Soil,Pollination,22,21,83,22.02,0
Potato,Clay Soil,Pollination,23,20,84,2.06,0
Potato,Clay Soil,Pollination,24,19,85,7.03,0
Potato,Clay Soil,Pollination,25,18,86,32.5,0
Potato,Clay Soil,Pollination,26,17,87,59.58,0
Potato,Clay Soil,Pollination,27,16,88,86.39,0
Potato,Clay Soil,Pollination,28,15,89,196.78,0
Potato,Clay Soil,Pollination,29,14,90,252.62,0
Potato,Clay Soil,Pollination,30,13,91,181.06,0
Potato,Clay Soil,Pollination,31,24,80,124.9,0
Potato,Clay Soil,Pollination,32,23,81,61.08,0
Potato,Clay Soil,Pollination,33,22,82,35.58,0
Potato,Clay Soil,Pollination,34,21,83,11.91,0
Potato,Clay Soil,Pollination,35,20,84,13.14,0
Potato,Clay Soil,Pollination,36,19,85,8.59,0
Potato,Clay Soil,Pollination,37,18,86,0,0
Potato,Clay Soil,Pollination,38,17,87,64.95,0
Potato,Clay Soil,Pollination,39,16,88,91.31,0
Carrot,Loam Soil,Germination,1,25,80,208.35,1
Carrot,Loam Soil,Germination,2,26,77,263.5,1
Carrot,Loam Soil,Germination,3,27,74,186.64,1
Carrot,Loam Soil,Germination,4,28,71,132.86,1
Carrot,Loam Soil,Germination,5,29,68,48.17,1
Carrot,Loam Soil,Germination,6,30,65,10.95,1
Carrot,Loam Soil,Germination,7,31,62,5.94,1
Carrot,Loam Soil,Germination,8,32,59,14.66,1
Carrot,Loam Soil,Germination,9,33,56,3.21,1
Carrot,Loam Soil,Germination,10,34,53,20.58,1
Carrot,Loam Soil,Germination,11,35,50,63.54,1
Carrot,Loam Soil,Germination,12,36,47,111.49,1
Carrot,Loam Soil,Germination,13,37,44,205.72,1
Carrot,Loam Soil,Germination,14,38,41,246.86,1
Carrot,Loam Soil,Germination,15,39,38,173.26,1
Carrot,Loam Soil,Germination,16,40,35,140.32,1
Carrot,Loam Soil,Germination,17,41,32,54.93,1
Carrot,Loam Soil,Germination,18,42,29,19.82,1
Carrot,Loam Soil,Germination,19,43,26,6.41,1
Carrot,Loam Soil,Germination,20,44,23,2.3,1
Carrot,Loam Soil,Germination,21,45,20,0,1
Carrot,Loam Soil,Germination,22,46,17,22.57,1
Carrot,Loam Soil,Germination,23,25,78,50.55,1
Carrot,Loam Soil,Germination,24,26,75,96.51,1
Carrot,Loam Soil,Germination,25,27,72,212.78,1
Carrot,Loam Soil,Germination,26,28,69,243.86,1
Carrot,Loam Soil,Germination,27,29,66,189.06,1
Carrot,Loam Soil,Germination,28,30,63,107.32,1
Carrot,Loam Soil,Germination,29,31,60,59.85,1
Carrot,Loam Soil,Germination,30,32,57,22.75,1
Carrot,Loam Soil,Germination,31,33,54,9.26,1
Carrot,Loam Soil,Germination,32,34,51,6.71,1
Carrot,Loam Soil,Germination,33,35,48,0,1
Carrot,Loam Soil,Germination,34,36,45,26.56,1
Carrot,Loam Soil,Germination,35,37,42,42.89,1
Carrot,Loam Soil,Germination,36,38,39,88.53,1
Carrot,Loam Soil,Germination,37,39,36,193.14,1
Carrot,Loam Soil,Germination,38,40,33,247.98,1
Carrot,Loam Soil,Germination,39,41,30,185.3,1
Carrot,Loam Soil,Germination,40,42,27,123.11,1
Carrot,Loam Soil,Germination,41,43,24,38.54,1
Carrot,Loam Soil,Germination,42,44,21,14.41,1
Carrot,Loam Soil,Germination,43,45,18,11.02,1
Carrot,Loam Soil,Germination,44,46,15,16.59,1
Carrot,Loam Soil,Germination,45,25,76,0.29,1
Carrot,Loam Soil,Germination,46,26,73,17.52,1
Carrot,Loam Soil,Germination,47,27,70,60.88,1
Carrot,Loam Soil,Germination,48,28,67,103.24,1
Carrot,Loam Soil,Germination,49,29,64,193.15,1
Carrot,Loam Soil,Germination,50,30,61,260.62,1
Carrot,Loam Soil,Germination,51,31,58,161.9,1
Carrot,Loam Soil,Germination,52,32,55,108.75,1
Carrot,Loam Soil,Germination,53,33,52,72.31,1
Carrot,Loam Soil,Germination,54,34,49,32.57,1
Carrot,Loam Soil,Germination,55,35,46,0,1
Carrot,Loam Soil,Germination,56,36,43,9.61,1
Carrot,Loam Soil,Germination,57,37,40,7.34,1
Carrot,Loam Soil,Germination,58,38,37,7.61,1
Carrot,Loam Soil,Germination,59,39,34,41.28,1
Carrot,Loam Soil,Germination,60,40,31,119.54,1
Carrot,Loam Soil,Germination,61,25,80,193.89,1
Carrot,Loam Soil,Germination,62,26,77,254.36,1
Carrot,Loam Soil,Germination,63,27,74,174.84,1
Carrot,Loam Soil,Germination,64,28,71,115.18,1
Carrot,Loam Soil,Germination,65,29,68,52.11,1
Carrot,Loam Soil,Germination,66,30,65,25.81,1
Carrot,Loam Soil,Germination,67,31,62,7.1,1
Carrot,Loam Soil,Germination,68,32,59,3.17,1
Carrot,Loam Soil,Germination,69,33,56,16.86,1
Carrot,Loam Soil,Germination,70,34,53,31.62,1
Carrot,Loam Soil,Germination,71,35,50,52.22,1
Carrot,Loam Soil,Germination,72,36,47,110.63,1
Carrot,Loam Soil,Germination,73,37,44,194.79,1
Carrot,Loam Soil,Germination,74,38,41,252.97,1
Carrot,Loam Soil,Germination,75,39,38,181.76,1
Carrot,Loam Soil,Germination,76,40,35,113.25,1
Carrot,Loam Soil,Germination,77,41,32,58.91,1
Carrot,Loam Soil,Germination,78,42,29,0,1
Carrot,Loam Soil,Germination,79,43,26,2.73,1
Carrot,Loam Soil,Germination,80,44,23,3.18,2
Carrot,Loam Soil,Germination,81,45,20,0,2
Carrot,Loam Soil,Germination,82,46,17,13.35,2
Carrot,Loam Soil,Germination,83,25,78,59.65,2
Carrot,Loam Soil,Germination,84,26,75,118.61,2
Carrot,Loam Soil,Germination,85,27,72,216.55,2
Carrot,Loam Soil,Germination,86,28,69,254.47,2
Carrot,Loam Soil,Germination,87,29,66,167.14,2
Carrot,Loam Soil,Germination,88,30,63,118.4,2
Carrot,Loam Soil,Germination,89,31,60,70.78,2
Carrot,Loam Soil,Germination,90,32,57,21.64,2
Carrot,Loam Soil,Germination,91,33,54,16.1,0
Carrot,Loam Soil,Germination,92,34,51,9.33,0
Carrot,Loam Soil,Germination,93,35,48,0,0
Carrot,Loam Soil,Germination,94,36,45,22.17,0
Carrot,Loam Soil,Germination,95,37,42,38.92,0
Carrot,Loam Soil,Germination,96,38,39,109.88,0
Carrot,Loam Soil,Germination,97,39,36,191.54,0
Carrot,Loam Soil,Germination,98,40,33,271.59,0
Carrot,Loam Soil,Germination,99,41,30,182.17,0
Carrot,Loam Soil,Germination,100,42,27,104.24,0
Carrot,Loam Soil,Seedling Stage,1,43,24,75.16,1
Carrot,Loam Soil,Seedling Stage,2,44,21,12.88,1
Carrot,Loam Soil,Seedling Stage,3,45,18,13.8,1
Carrot,Loam Soil,Seedling Stage,4,46,15,14.02,1
Carrot,Loam Soil,Seedling Stage,5,25,76,11.95,1
Carrot,Loam Soil,Seedling Stage,6,26,73,23.76,1
Carrot,Loam Soil,Seedling Stage,7,27,70,50.29,1
Carrot,Loam Soil,Seedling Stage,8,28,67,108.06,1
Carrot,Loam Soil,Seedling Stage,9,29,64,200.24,1
Carrot,Loam Soil,Seedling Stage,10,30,61,248.8,1
Carrot,Loam Soil,Seedling Stage,11,31,58,178.86,1
Carrot,Loam Soil,Seedling Stage,12,32,55,120.8,1
Carrot,Loam Soil,Seedling Stage,13,33,52,54.66,1
Carrot,Loam Soil,Seedling Stage,14,34,49,20.91,1
Carrot,Loam Soil,Seedling Stage,15,35,46,2.44,1
Carrot,Loam Soil,Seedling Stage,16,36,43,0,1
Carrot,Loam Soil,Seedling Stage,17,37,40,7.93,1
Carrot,Loam Soil,Seedling Stage,18,38,37,31.83,1
Carrot,Loam Soil,Seedling Stage,19,39,34,41.38,1
Carrot,Loam Soil,Seedling Stage,20,40,31,109.09,1
Carrot,Loam Soil,Seedling Stage,21,25,80,177.46,1
Carrot,Loam Soil,Seedling Stage,22,26,77,228.75,1
Carrot,Loam Soil,Seedling Stage,23,27,74,181.41,1
Carrot,Loam Soil,Seedling Stage,24,28,71,102.25,1
Carrot,Loam Soil,Seedling Stage,25,29,68,64.71,1
Carrot,Loam Soil,Seedling Stage,26,30,65,22.15,1
Carrot,Loam Soil,Seedling Stage,27,31,62,6.91,1
Carrot,Loam Soil,Seedling Stage,28,32,59,22.07,1
Carrot,Loam Soil,Seedling Stage,29,33,56,10.29,1
Carrot,Loam Soil,Seedling Stage,30,34,53,20.65,1
Carrot,Loam Soil,Seedling Stage,31,35,50,50.24,1
Carrot,Loam Soil,Seedling Stage,32,36,47,109.41,1
Carrot,Loam Soil,Seedling Stage,33,37,44,205.36,1
Carrot,Loam Soil,Seedling Stage,34,38,41,265.84,1
Carrot,Loam Soil,Seedling Stage,35,39,38,181.01,1
Carrot,Loam Soil,Seedling Stage,36,40,35,122.35,1
Carrot,Loam Soil,Seedling Stage,37,41,32,65.98,1
Carrot,Loam Soil,Seedling Stage,38,42,29,26.37,1
Carrot,Loam Soil,Seedling Stage,39,43,26,14.11,1
Carrot,Loam Soil,Seedling Stage,40,44,23,24.06,1
Carrot,Loam Soil,Seedling Stage,41,45,20,19.2,1
Carrot,Loam Soil,Seedling Stage,42,46,17,15.75,1
Carrot,Loam Soil,Seedling Stage,43,25,78,34.48,1
Carrot,Loam Soil,Seedling Stage,44,26,75,115.75,1
Carrot,Loam Soil,Seedling Stage,45,27,72,212.05,1
Carrot,Loam Soil,Seedling Stage,46,28,69,254.11,1
Carrot,Loam Soil,Seedling Stage,47,29,66,175.08,1
Carrot,Loam Soil,Seedling Stage,48,30,63,136.28,1
Carrot,Loam Soil,Seedling Stage,49,31,60,41.83,1
Carrot,Loam Soil,Seedling Stage,50,32,57,30.29,1
Carrot,Loam Soil,Seedling Stage,51,33,54,18.47,1
Carrot,Loam Soil,Seedling Stage,52,34,51,16.86,1
Carrot,Loam Soil,Seedling Stage,53,35,48,18.42,1
Carrot,Loam Soil,Seedling Stage,54,36,45,21.32,1
Carrot,Loam Soil,Seedling Stage,55,37,42,48.28,1
Carrot,Loam Soil,Seedling Stage,56,38,39,103.6,1
Carrot,Loam Soil,Seedling Stage,57,39,36,196.24,1
Carrot,Loam Soil,Seedling Stage,58,40,33,267.03,1
Carrot,Loam Soil,Seedling Stage,59,41,30,162.78,1
Carrot,Loam Soil,Seedling Stage,60,42,27,135.09,1
Carrot,Loam Soil,Seedling Stage,61,43,24,62.37,1
Carrot,Loam Soil,Seedling Stage,62,44,21,26.58,1
Carrot,Loam Soil,Seedling Stage,63,45,18,0,1
Carrot,Loam Soil,Seedling Stage,64,46,15,6.57,1
Carrot,Loam Soil,Seedling Stage,65,25,76,27.92,1
Carrot,Loam Soil,Seedling Stage,66,26,73,0,1
Carrot,Loam Soil,Seedling Stage,67,27,70,58.37,1
Carrot,Loam Soil,Seedling Stage,68,28,67,106.33,1
Carrot,Loam Soil,Seedling Stage,69,29,64,182.18,1
Carrot,Loam Soil,Seedling Stage,70,30,61,239.77,2
Carrot,Loam Soil,Seedling Stage,71,31,58,175.03,2
Carrot,Loam Soil,Seedling Stage,72,32,55,140.95,2
